taskId,requiredCycles,serverId,edgeUtilization,wanBW,predictedDelay,actualDelay
266,7160.0,6,4.607142857142857,11.7421455078125,0.0,0.7159999999999993
267,1814.0,13,4.607142857142857,11.7421455078125,0.0,0.19158219887092898
268,916.0,11,4.75,11.7421455078125,0.0,0.09153357162866094
269,570.0,5,4.75,20.2187236328125,0.0,0.057000000000000384
270,3315.0,13,4.821428571428571,11.7421455078125,0.0,0.33142810710833004
271,913.0,11,4.875,20.2187236328125,0.0,0.09130000000000038
272,7226.0,11,4.732142857142857,20.2187236328125,0.0,0.7367371737686437
273,4562.0,14,4.642857142857143,20.2187236328125,0.0,0.04561999999999955
274,9361.0,3,4.642857142857143,11.7421455078125,0.0,1.3033548811132203
275,353.0,3,4.642857142857143,11.7421455078125,0.0,0.03524220271840939
276,1058.0,5,4.625,20.2187236328125,0.0,0.10574001315921677
277,8211.0,3,4.625,11.7421455078125,0.0,1.188308795961099
278,2998.0,5,4.589285714285714,20.2187236328125,0.0,0.31905023858214143
279,16372.0,2,4.410714285714286,20.2187236328125,0.0,1.6371537223837258
280,1464.0,2,4.446428571428571,20.2187236328125,0.0,0.14634627761627605
281,5876.0,14,4.392857142857143,20.2187236328125,0.0,0.07035414447723909
282,4689.0,13,4.303571428571429,11.7421455078125,0.0,0.4688804179674193
283,2377.0,13,4.25,11.7421455078125,0.0,0.23765043011606402
284,14009.0,7,4.357142857142857,20.2187236328125,0.0,1.400826432181134
285,8899.0,3,4.321428571428571,11.7421455078125,0.0,0.8898035213809035
286,27318.0,11,4.285714285714286,20.2187236328125,0.0,2.9080554901720816
287,19186.0,11,4.339285714285714,20.2187236328125,0.0,2.0320981364175683
288,23807.0,14,4.339285714285714,20.2187236328125,0.0,0.2380600986583481
289,3110.0,11,4.285714285714286,20.2187236328125,0.0,0.43246987068011045
290,329.0,11,4.267857142857143,20.2187236328125,0.0,0.03289999999999971
291,4157.0,11,4.285714285714286,11.7421455078125,0.0,0.430714041725901
292,8300.0,1,4.303571428571429,11.7421455078125,0.0,0.829905056125952
293,416.0,5,4.25,20.2187236328125,0.0,0.057091988567536944
294,17158.0,5,4.25,20.2187236328125,0.0,1.7157148780096954
295,3707.0,12,4.303571428571429,20.2187236328125,0.0,0.37070000000000114
296,2538.0,13,4.196428571428571,11.7421455078125,0.0,0.2718735925927973
297,4184.0,13,4.196428571428571,11.7421455078125,0.0,0.41838902887019813
298,3401.0,11,4.196428571428571,11.7421455078125,0.0,0.3400789427501394
299,2503.0,12,4.214285714285714,20.2187236328125,0.0,0.25029999999999575
300,3555.0,2,4.214285714285714,20.2187236328125,0.0,0.35549999999999926
